date,username,tweet
2023-01-14 19:47:56,tegalfess,[tf] barangkali ada yg tau jual beli laptop second tegal kota mohon infonya ya🙏
2023-01-14 19:46:47,ervin_larasati,DPC PDI Perjuangan Kota Tegal Siap Jalankan Arahan Mbak Puan dan Tegak Lurus Satu Barisan  https://t.co/P2CMUwheZG
2023-01-14 19:32:54,tegalfess,[TF] kalian kesel ga si kalo beli sesuatu tp pelayannya super duper lelet. SENDER UDH NUNGGU SEJAM PADAHAL CUMA BELI SEBLAK DAN YANG BELI CUMA 3
2023-01-14 19:28:37,tegalfess,[TF] ada yang tau ga harga foto di story box yang di slerok itu berapa?
2023-01-14 19:24:26,tegalfess,"Bntr lg mama sender ultah nih. Enaknya kasih kado apa ya selain tas, dompet sama baju ? Btw beliau umurnya udh 50+. Maciw saran nya temen² 💓 [tf]"
2023-01-14 19:24:14,tegalfess,"Kasih semangat ke orang lain bisa, ke diri sendiri susah banget! Capek:( [tf]"
2023-01-14 19:24:02,purworejo_rutan,97.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/XrerrLEmYz
2023-01-14 19:10:25,tegalfess,[TF] gaes ada yg pernah pake shopee food tp bayarnya pake paylater. Nah drivernya tau g yah bayarnya pake paylater 😅 maturnuwun..
2023-01-14 19:00:18,tegalfess,"#PP [𝙎𝙐𝙆𝘼𝙍𝙄𝘼] Event managed by - Pesawat Kertas Media LINE UP : - PEE WEE GASKINS - LOS PAKUALAMOS                                             And Many More  Tegal, 19 Februari 2023  https://t.co/BwMF29rSIH  https://t.co/PQp1SyyzVk"
2023-01-14 18:51:53,tegalfess,[tf] Mau nanya dong. Ini statusnya terbatalkan. Tpi kok uangku gak balik yaaa?? Ini pertama kali aku pke lazadut soalnya:(  https://t.co/s99peOMkcM
2023-01-14 18:46:36,tegalfess,"ws pan seminggunan kiye, selama ini esh tak ngerteni tak sabar2i, cm pgn ngerti tok dg lg mumet kerjaan emg pd kaya kuwe kabeh ap pmn"
2023-01-14 18:46:36,tegalfess,"[tf] lur, lanang angger lg mumet kerjaan emg bener2 males bales chat wadone apa pmn? dg lg jam kerja tah emg biasane jg ora tau chat an, cuma dg jam2 senggang, dg dichat mbalese seanane tok jutek nmn, chat dawa pas ngresula kerjaan trs bar kuwe jutek, aku kudu pmn yh lur? (cont)"
2023-01-14 18:35:36,tegalfess,[Tf] ada yg pelihara iguana jantan gak? Aku ada iguana betina 3 thnan siapa tau jodoh ehhe
2023-01-14 18:18:20,rutankudus,97.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/3qoLpEW2Gt
2023-01-14 18:13:06,rutankudus,9.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Kwarcab dan Lapas Kota Tegal Teken MOU Jalin Kerja Sama  https://t.co/53u9SBLcOw
2023-01-14 18:10:09,tegalfess,[tf] serum hanasui yang lengkap di mana yaaa. di KITA ada gak ya kira2?
2023-01-14 18:03:01,tegalfess,Info carteran mobil Tegal dong yg murah makasih [tf]
2023-01-14 17:46:51,BandungBO_,Available expo by request 🎉 Yukk jadwalin ke kota kamu😗  Expo Bandung Bikingan Bogor Bookingan Depok Cewekbo Cilegon Bisyar Cirebon Wp Tegal Angel Pekalongan Include Purwokerto Avail Cilacap Openbo Karawang Bo Cikarang Abg hijabers hijab  https://t.co/ve8PUUs0cA
2023-01-14 17:43:46,tegalfess,[tf] info nobar di tegal dong kak makasiii  https://t.co/0zb1PszGXf
2023-01-14 17:27:09,tegalfess,[TF] -titipan- guys minta rekomendasi tempat makan yang nasi lengkonya enak buat ngedate sama pacar dong. Makasiiiih
2023-01-14 17:25:24,tegalfess,"[tf] Anak ut besok ada yg UO di salut tegal? Salut tegal itu yg arah mau ke rs kardinah, sblm pom bensin? no salty ya aku maba soalnya. Makasih"
2023-01-14 17:06:21,tegalfess,[tf] rekomendasiin menu mixue andalan kalian dong
2023-01-14 17:03:57,tegalfess,"GESSSS... besok yang mau dateng ke acara jejepangan di transmart, mau pada dateng jam berapa enaknyaaaa? [tf]"
2023-01-14 16:50:54,tegalfess,guys di tegal ada yg jual gemblong yg luarnya krispi gula merah ga ya? kalau ada dimana? maaci🫶 [tf]
2023-01-14 16:41:09,tegalfess,[tf] mau nanya dong caffe paling nyaman di daerah tegal dmn🥺🫶🏻
2023-01-14 16:39:40,tegalfess,Info nobar nanti malem di mana cuy?  [TF]  https://t.co/o87sxH7MiY
2023-01-14 16:27:49,tegalfess,"[TF] lur, coba pap makanan terakhir di galeri kalian dungs  https://t.co/ZSwkryZBiI"
2023-01-14 16:22:20,tegalfess,[TF] Rekomendasi jajanan enak di sini apa lur?  https://t.co/sDTAp4ocyZ
2023-01-14 16:19:57,tegalfess,[TF] Mie ayam terenak di tegal dong pleaseee
2023-01-14 16:18:33,tegalfess,[tf] ada yang jual telor gulung tp pake bihun ga di jalan kartini? oiya sama kue soes yang enak beli dimana ya?  tauga? makasiii ya yang udah jawab.  https://t.co/zDOvtw3JLo  https://t.co/K4vUAeazR3
2023-01-14 16:17:55,lapasklaten,"KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota, https://t.co/3ekkiqSMjg,"
2023-01-14 16:17:53,tegalfess,"[TF] Guys review iphone di iman store dong, kalian yg beli ex inter + minus nya apa ya? Thx u"
2023-01-14 16:10:49,tegalfess,[TF] kalo dari stasiun poncol ke arah bandungan/ungaran itu pakai gocar/grab bisa ngga ya?
2023-01-14 16:07:28,tegalfess,"Cewe selalu gitu ya gak bisa sabaran, lamaran sekitar bulan April tapi udah mikir sampai persiapan pernikahan. Yang ciwi2 gitu juga gakk sii ? 😌😭 [TF]"
2023-01-14 16:06:02,tegalfess,[Tf] kereta kamandaka kursinya dua searah atau hadap hadapan berempat ya?
2023-01-14 16:02:51,tegalfess,[tf] info yg hujan dimana aja ya guys? Udah rapi soalnya nih 🥹🙏🏻
2023-01-14 16:00:51,tegalfess,"[tf] maaf. mau tanya, di sini ada yang mau dateng ke event bright di tgr ngga?"
2023-01-14 15:57:13,tegalfess,[tf] cin kalo pengen iphone 13 mending 13 mini apa 13 biasa? Budget pas nggo ip 13
2023-01-14 15:46:39,tegalfess,angkringan yg enak dimana ya guys? maaci♡ [tf]
2023-01-14 15:44:06,tegalfess,[TF] rekomendasi eyelash yg awet dan bagus di daerah slawi atau kabupaten guys. Bisa drop akun sosmed nya juga yaa
2023-01-14 15:39:39,tegalfess,"[tf] Kenapa ya lingkungan org2 yg kerja diper Cafean tu pada kebanyakan cinlok padahal udah punya pasangan kmdian tidak lama selingkuh sm tmn seshiftnya, witing tresno jalaran soko kulino nyata jebule hihi"
2023-01-14 15:30:00,ElshintaTegal_,Ide jalan-jalan di 5 kota di Indonesia di tahun 2023   https://t.co/9Z1fK4iX1U
2023-01-14 15:23:30,lapas_pati,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/O7LprDNrmc
2023-01-14 15:22:49,desiulya,"@milktean00dle Mauu, dom kota tegal kak  https://t.co/7x0w5s85m8"
2023-01-14 15:16:16,Bapas_Magelang,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/qbEHiAc7Yv
2023-01-14 15:13:37,humasgaltim,"Antisipasi Gukamtibmas, Tukang Becak Tak Luput Dari Sambang Bhabinkamtibmas Kelurahan Slerok Polres Tegal Kota. . Bhabinkamtibmas selalu melakukan sambang juga pembinaan dan penyuluhan sebagai bentuk kehadiran Polri di tengah masyarakat  https://t.co/FwonJx6JGV"
2023-01-14 15:02:20,lapas_cilacap,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Kwarcab dan Lapas Kota Tegal Teken MOU Jalin Kerja Sama  https://t.co/nrlSDAlxeY
2023-01-14 15:01:39,bapaspati,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota   https://t.co/Lveh5FceRQ
2023-01-14 14:58:57,tegalfess,"[Tf] mau tanya temen"" yang perempuan,  Temen"" Yang pernah telat haid tuh rata"" Telat berapa bulan,,,? Paling lama telat berapa bulan si,,,,,?  Thanks..."
2023-01-14 14:45:15,HTegalbarat,"Antisipasi Gukamtibmas, Tukang Becak Tak Luput Dari Sambang Bhabinkamtibmas Kelurahan Slerok Polres Tegal Kota. . Bhabinkamtibmas selalu melakukan sambang juga pembinaan dan penyuluhan sebagai bentuk kehadiran Polri di tengah masyarakat  https://t.co/7WlE8VooHf"
2023-01-14 14:36:50,tegalfess,[tf] jajan yg wajib dibeli di jl kartini versi kalian?
2023-01-14 14:26:54,tegalfess,"Saranin skincare paketan utk kulit berminyak dan ga sensitif dong lur. Biar ga kusem² bgt mukaku :( tp yg ramah di kantong mahasiswa, maciw [tf]"
2023-01-14 14:26:22,EviZaki,"Antisipasi Gukamtibmas, Tukang Becak Tak Luput Dari Sambang Bhabinkamtibmas Kelurahan Slerok Polres Tegal Kota. . #bhabinkamtibmas  #polrestegalkota  #polripresisi  @humas_poldajateng  https://t.co/of7BWEIs73"
2023-01-14 14:15:19,tegalfess,[tf] ada yg tau tempat jual pop es bocil sama yg jual nugget curah gini yg saosnya asem asem gitu engga? tiba tiba teringat masa sd dan kepengin 😭😭😭  https://t.co/KKjDbUWxrN
2023-01-14 14:13:17,HumasKawasan,"Antisipasi Gukamtibmas, Tukang Becak Tak Luput Dari Sambang Bhabinkamtibmas Kelurahan Slerok Polres Tegal Kota. . Bhabinkamtibmas selalu melakukan sambang juga pembinaan dan penyuluhan sebagai bentuk kehadiran Polri di tengah masyarakat seperti yang dilakukan.  https://t.co/7h6jrQtGbM"
2023-01-14 14:04:28,tegalfess,"pengen mam yg manis², enaknya jajan ap yh? [tf]"
2023-01-14 14:02:02,RUTAN_BNA,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/SoaHgIJL4K
2023-01-14 14:01:02,tegalfess,"[tf] serius nanya menurut kalian guys kalo nikah 30jt include mua+ dekor, layos, foto, music sama pelerngkapan buat bridesmaid 4 org itu mahal atau murah ya? tp itu blm tak itung uang dapur baru bagian depan 🥹🙏🏻 sharing ya guys plis soalnya aku gatau buat perbandingan aku🙏🏻"
2023-01-14 13:43:04,tegalfess,"[Tf] harga emas lagi berapa ya segramnya, mau jual 😁"
2023-01-14 13:36:50,tegalfess,[tf] beli masker yg biasa itu yg murah dij.ana ya?
2023-01-14 13:32:19,tegalfess,"[TF] aku biasa facial di larissa, lagi pengen coba yg lain rekomen labianco atau asderma ya? Dari segi kebersihan, tempat, pijatan therapist, harga mending mana guys?  https://t.co/qdrPej3FDb"
2023-01-14 13:30:31,tegalfess,nanti malem pd malmingan kemana ni? [tf]
2023-01-14 13:21:11,LapasWonogiri,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/XetmdCe9tZ
2023-01-14 12:58:56,HRKaranganyarNK,97. KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN : tindak-lanjuti-aplikasi-e-berpadu-lapas-tegal-adakan-rapat-di-polres-tegal-kota   https://t.co/6mEotChSqD
2023-01-14 12:54:51,SalatigaRutan,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/FDdU5IBj9R
2023-01-14 12:47:04,tegalfess,Di pasific ada miniso gk yah? [Tf]
2023-01-14 12:38:22,tegalfess,[tf] guys ada yg tau di tegal yg jual jajan tradisional dimana? Yang kaya gini  https://t.co/nlgsX3qjRv
2023-01-14 12:37:14,tegalfess,[tf] ngaktifin kartu ke gerai xl bayar ga ya?
2023-01-14 12:30:32,tegalfess,[Tf] info yang jual manik2 aksesoris gitu dong guys. Makasiiiiiih
2023-01-14 12:23:02,tegalfess,[Tf] info yg jualan jeruk kaya di foto sekitatan tegal aja  https://t.co/3RE1uEkbWf
2023-01-14 12:05:33,dsthvl,@tegalfess Tegal kota?
2023-01-14 12:04:19,tegalfess,[TF] gaes minta tolong urgent bgt saran mua buat engagement dong temenku kasian bgtt tbtb di cancel pdhl udh besok acaranya. Makasi sblmnyaa
2023-01-14 12:00:51,tegalfess,"Kalian lebih seneng save nomor di perangkat hp, simcard, atau google ? Alasannya apa ? Makasih [tf]"
2023-01-14 11:45:50,tegalfess,[TF] maskotnya mixue namanya siapa sih guys ? Wkwkkw
2023-01-14 11:37:57,tegalfess,"[TF] ayok mutualannn, like aja, kalo ga kefollow berarti udah mutualan ya hehe thank u"
2023-01-14 11:37:03,tegalfess,[TF] kue cubit di Tegal kota yg Deket lapangan Smansa itu yg sebelah mana ya? Nyari muter muter ko ga Nemu. Ada yg bis kasih ancer ancer? Terus bukanya dari jam berapa ya? Than you
2023-01-14 11:30:58,tegalfess,[tf] info service kamera dslr area kota tegal dongggggg
2023-01-14 11:28:09,tegalfess,"[tf] upgrade RAM di tegal dimana ya, trus range harganya berapa. makasihh"
2023-01-14 11:24:55,tegalfess,ada kemungkinan dia nuduh aku mau nipu😭😭
2023-01-14 11:24:55,tegalfess,"dibales2 dan barusan dibales cuma bales di Tarub. ditanya alamat lengkap dr kemaren engga dijawab, kalo kt temenku mending di store resmi aja (dia jual batangan doang), menurut kalian balesnya gmna ya? krn dia udh smpt ngata2in aku krn aku minta pindah lokasi cod, dan (cont)"
2023-01-14 11:24:54,tegalfess,"pagongan, di pinggir jalan, pikir papaku buat cek kondisi hp itu kl di pinggir jalan ga enak bgt, nah akhirnya aku mnta ke pacul aja (aku bensinin orgnya) tp dia blg gak tau (udah aku share lokasi) dan maunya disamper aja kalo kaya gitu, aku tanya alamat lengkap ga (cont)"
2023-01-14 11:24:54,tegalfess,"[tf] aku kan mau beli hp dan janjiannya cod, nah dr semalem si abang penjualnya blg ada di galkot nah aku minta cod nya di A Yani aja biar ga kejauhan, nah dia bilang gatau jalan a yani dmn, aku blg di pasar pagi, dia blg gatau mba. nah trs blgnya cod pagi aja di kodim (cont)"
2023-01-14 11:22:07,tegalfess,[TF] info yang jual HT di tegal dimana ya? Yang tau rep ya mas mbak. Makasih
2023-01-14 11:21:58,tegalfess,"[TF] guys nanya dong, dari parfum ini varian mana yang wanginya cocok buat cowok? yang best seller gitu, thankyou 🫶🏻  https://t.co/TEeORru4lF"
2023-01-14 10:58:39,tegalfess,[tf] cung yang pengen bgt bgt ada Lawson di tegal? 😭☝️  https://t.co/QpXcJ1WAGD
2023-01-14 10:45:30,kantahkotategal, https://t.co/K6hpBoAq30
2023-01-14 10:45:21,kantahkotategal, https://t.co/ggBKI1q0xj
2023-01-14 10:45:13,kantahkotategal, https://t.co/HW9mB9bkY3
2023-01-14 10:45:06,kantahkotategal, https://t.co/ChNKtRt8A3
2023-01-14 10:44:57,kantahkotategal, https://t.co/Tuv3sDEarx
2023-01-14 10:44:47,kantahkotategal, https://t.co/9CLwEJzOvr
2023-01-14 10:44:40,kantahkotategal, https://t.co/B1Dn5cFD9Q
2023-01-14 10:44:33,kantahkotategal, https://t.co/vZcpP44gvK
2023-01-14 10:44:23,kantahkotategal, https://t.co/bIHUGgD9oJ
2023-01-14 10:44:15,kantahkotategal, https://t.co/HW8eXoT3pD
2023-01-14 10:44:07,kantahkotategal, https://t.co/HO8Rb2N4U2
2023-01-14 10:43:57,kantahkotategal, https://t.co/T2WDtV3GqH
2023-01-14 10:12:07,IklanDotPro,"Distributor…, Kesehatan dan… - Kota Tegal, IDR225.000,00 -  https://t.co/NqaivxMibK - #IklanGratis|IklanBarisOnline|IklanPro #KesehatandanKecantikanLainnya #KotaTegal"
2023-01-14 10:07:00,tegalfess,[Tf] info yang kerja di dinkes dong. Thx
2023-01-14 09:46:49,tegalfess,"[TF] guyss minta infonya brgkli ada sekolah yg buka loker utk guru ips baik negeri/swasta, suwun 🙏🙏"
2023-01-14 08:51:09,HTegalbarat,Sinergitas Bhabinkamtibmas bersama Babinsa dan TKSK Kecamatan Margadana Kota Tegal membantu dan mengevakusasi warga terlantar dan menderita sakit di bantaran Sungai Kemiri untuk mendapat pertolongan lebih lanjut. . #sinergitastnipolri  #polrestegalkota  #polripresisi  https://t.co/mkXcXOQR0D
2023-01-14 08:48:30,tegalfess,[tf] UPDATE! udh sampe ke tangan pemiliknya yaa..   https://t.co/apIO85sVRo  https://t.co/tnH6xEN1vC
2023-01-14 07:59:32,tegalfess,[tf] Sender due bisnis online. Mbokt ngkene ana sg bakat ngetebres ngarepe HP dadi host dagangan online. Komen oh ko tak DM.
2023-01-14 07:49:50,eimeriaexigua,"Yuk open area brebes kota, yang dekat merapat yuk langsung chat wa atau telegram ke 085867859468 💦💦  #wariangewe  #wariahot  #wariategal #wariabrebes #tegal #brebes  https://t.co/YBgWswpEPj"
2023-01-14 07:27:52,Kuyangpargoyy,DPC PDI Perjuangan Kota Tegal Siap Jalankan Arahan Mbak Puan dan Tegak Lurus Satu Barisan  https://t.co/yYrWQhqyhe
2023-01-14 07:18:16,tegalfess,"[Tf] guyss, sender ultah hari ini yang ke 22, bisa tolong ucapin hbd ngga buat sender🙂, terima kasih.  https://t.co/1Xn3btGjs0"
2023-01-14 07:15:39,tegalfess,"[Tf] Lur aku due pacar wong adoh, mau main ke rumah karna dia kuliah ditegal. umurku skrg 21 btw. ibu ku ngebolehin tapi masih ngeberatin gara gara aku daoet nya orang jauh, jadi kalo nikah orang tua sendirian. Apa itu udah ngga direstuin?"
2023-01-14 07:10:40,h12_oke,"PT @KAI121 tolong dong perhatikan lapangan parkir mobil di stasiun Kota Tegal, sepertinya sudah tidak layak deh, jalannya hancur dan banjir pula. Masa mau masuk mobil harus nyemplung air dulu, sungguh sangat tidak nyaman.  https://t.co/v5o0s8NV8A"
2023-01-14 07:08:27,flzshed,DPC PDI Perjuangan Kota Tegal Siap Jalankan Arahan Mbak Puan dan Tegak Lurus Satu Barisan  https://t.co/Ze3OwsJaaM
2023-01-14 06:39:22,anggar_rismawan,DPC PDI Perjuangan Kota Tegal Siap Jalankan Arahan Mbak Puan dan Tegak Lurus Satu Barisan  https://t.co/xi9sHRPCIM
2023-01-14 05:20:43,nuyuy_yups,DPC PDI Perjuangan Kota Tegal Siap Jalankan Arahan Mbak Puan dan Tegak Lurus Satu Barisan  https://t.co/Ml81OtT9Ng
2023-01-14 04:53:40,tegalfess,"[tf] update, alhamdulillah sudah ketemu kucingnya😭  https://t.co/y7lbkiPtfQ"
2023-01-14 03:38:10,58O94,DPC PDI Perjuangan Kota Tegal Siap Jalankan Arahan Mbak Puan dan Tegak Lurus Satu Barisan  https://t.co/ALS77AMaEw
2023-01-14 00:40:51,tegalfess,[TF] tarif konsul ke psikolog itu tarifnya berapa ya kira kira?
2023-01-13 23:55:55,tegalfess,"[tf] info trevel Tegal-Kediri guys, drop di bawah ya. Tia."
2023-01-13 23:19:21,moyshiit,guys kasih tau ogut galeri smartfren ada dimana area tegal kota
2023-01-13 22:52:37,tegalfess,[tf] ada yg pernah kerja di eropa ga?
2023-01-13 22:45:42,hasan_layiq,Focus Group Discussion (FGD) Pendampingan Penjaminan Mutu Pendidikan Dinas Pendidikan dan Kebudayaan Kota Tegal bersama Balai Besar Penjaminan Mutu Pendidikan Provinsi Jawa Tengah  https://t.co/HiQsPrFEKq
2023-01-13 22:22:38,tegalfess,"[tf] Di Slawi yg Klinik ada dokter penyakit dalam dan ada layanan USG penyakit dalemnya di mana, ya? Makasih infonya."
2023-01-13 22:19:14,tegalfess,[TF] info tempat sewa kostum anime
2023-01-13 22:17:47,tribunjateng,INSTRUKSI Disdikbud Kota Tegal: Pelajar Dilarang Bawa Lato-lato ke Sekolah   https://t.co/fiwqna1BYX
2023-01-13 22:03:46,tegalfess,"[Tf] Guys, recommend headset bluetooth yg worth it dong, yg batrenya awet jg, trs harga nya brp hehe"
2023-01-13 21:38:37,RUTAN_BNA,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/SoaHgIJL4K
2023-01-13 21:30:08,tegalfess,[TF] aku pusing bgt mikirin judul ta:&lt; pls bntuuu aku hiks🙏🏻 kalian ada unek2 ga atau permasalahan di kota tegal yg pgn cepet diselesein sm humas pemerintah kota tegal?
2023-01-13 21:25:02,tegalfess,[TF] rekomen kuliner malem di tegal dong aku belom lama pindah disini nih hehe
2023-01-13 21:23:56,PasutriAdvnture,Bsk otw Tegal... Ada yg Mau Kopdar... Khus yg di tegal aja silakan Dm... Luar kota Tegal Ga usah Dm...
2023-01-13 21:22:32,tegalfess,Coba kasih semangat dong walaupun sender udah 24th(f) tapi masih stay single diera temen² pada tunangan [tf]
2023-01-13 21:02:49,Shauna10289122,DPC PDI Perjuangan Kota Tegal Siap Jalankan Arahan Mbak Puan dan Tegak Lurus Satu Barisan  https://t.co/bOkfJOJpmv
2023-01-13 20:58:13,tegalfess,"info tempat buat besok malming yg ada live musicnya dong, maaci♡ [tf]"
2023-01-13 20:53:00,tegalfess,Info donggs gaes whitening gigi yg bagus dimana? [tf]
2023-01-13 20:29:57,GerindraTegal,JOKOWI DUKUNG PRABOWO!  #jokowi #jokowidodo #presidenri #jokowidukungprabowo #prabowo #prabowosubianto #prabowobersamarakyat #mendingprabowo #prabowopresiden #gerindramenang #gerindra #partaigerindra #jateng #jawatengah #gerindrajawatengah #gerindrajateng #dpcgerindra #kotategal  https://t.co/8Jyt6MPDN8
2023-01-13 20:23:13,tk_hermalasari,Hari ini aq avail Tegal 🥰 Yuck yg mau nambahin slot nya bisa DM yah 💜  Mau req Kota lain juga bisa  availtegal Botegal  https://t.co/yK5E9Nsq69
2023-01-13 20:21:24,tegalfess,"[tf] lanangan sing omongane gedhe, seneng flexing, tp giliran jalan karo wedokan ratau mbayari kue enake diapakna yha ges"
2023-01-13 20:20:06,tegalfess,"[TF] guiss, kalian ada yg udah pernah ke dontea? rekomen menu minuman yg enak dong. tapi non coffee yaa.  https://t.co/JPUWlsDoSQ"
2023-01-13 20:13:17,tegalfess,[TF] drop foto kota rantaumu gays 😉 Ini punyaku ✨  https://t.co/8shFsE4bi5
2023-01-13 20:07:52,tegalfess,"[Tf] rekomendasiin ponggol setan yang paling enak di tegal kota dong, bsok mudik kangen ponggol😖  https://t.co/I44430mkrm"
2023-01-13 20:05:51,tegalfess,"Kenapa cowo kalo tau cewenya baru bangun tidur langsung vc njir? Kan ga ada prsiapan, mana masih muka bantal bgt🤧 [tf]"
2023-01-13 19:55:39,tegalfess,[TF] ada yg pernah grooming kucing di popo? range harganya kisaran berapa ya? Tia
2023-01-13 19:45:31,tegalfess,[tf] yang jual vacuum cleaner di tegal - slawi dimana ya? ada yang tau? makasihhh~
2023-01-13 19:40:22,tegalfess,[tf] perpanjang SKCK sama Kartu Kuning kalo weekend gabisa ya???
2023-01-13 19:33:36,tegalfess,[tf] info service kamera dslr area kota tegal donggg
2023-01-13 19:32:47,rutankudus,64.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/3qoLpEW2Gt
2023-01-13 19:32:29,tegalfess,"Butuh info biaya carter mobil ke pantai menganti dong, makasih [tf]"
2023-01-13 19:24:38,tegalfess,"Info donk yg bisa bikin stand banner bolak balik kaya gini dimana ya? Pake kayu jg gpp ga harus besi, pernah tanya ke Ist*n* printing adanya yg roll ga bolak balik [Tf]  https://t.co/93SwuhsI6G"
2023-01-13 19:22:34,tegalfess,"[tf] ini kenapa gabisa beli tiket lewat aplikasi ya? tujuan tangerang, tiket bus/kereta gabisa semua masa 😢"
2023-01-13 19:17:09,tegalfess,[Tf] Ada yg punya kontak tukang pijet cape (buat cowo) yg bisa dipanggil kerumah? Share plis lg butuh bgt
2023-01-13 19:16:48,tegalfess,"[TF] maaf mau tanya, di daerah kalian ada yang indihome nya eror ngga yaa? Makasiii"
2023-01-13 19:12:39,tegalfess,[tf] ada yang punya info loker di PT Tegal/Brebes buat posisi admin gak?
2023-01-13 19:11:14,tegalfess,"[TF] Ada yg tau keyword baju yang dipake sama ria sw di vlog hari ini? Atau yg mirip mirip juga boleh, makasihhh  https://t.co/T2fLLcB0fn"
2023-01-13 19:00:38,tegalfess,[TF] ada yg nonton ytc tanggal 1 jam 19.15 di chv gak? Bareng yuk aku sendirian
2023-01-13 18:29:34,tegalfess,[Tf] cowok cowok biasa beli kemeja lengan panjang dimana (toko offline) ? trs merek yg recommended 🙏
2023-01-13 17:55:31,LapasWonogiri,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/XetmdCe9tZ
2023-01-13 17:44:13,tegalfess,"@GieshaW Terimakasih infonya kak, saat ini sendernya masuk blacklist sampai nanti bayar PPnya."
2023-01-13 17:43:28,tegalfess,"@GieshaW Terimakasih infonya kak, saat ini sendernya masuk blacklist sampai nanti bayar PPnya."
2023-01-13 17:31:43,tegalfess,[TF] gaes yang hujan dimana aja?
2023-01-13 17:12:20,tegalfess,Cushion somethinc yg netral buat kulit yg gak terlalu putih dan gelap cocoknya shide apa yah? [TF]
2023-01-13 16:57:50,tegalfess,"[TF] sender makan siomay sambil nangis karena abis berantem, LDR berat ya :')  https://t.co/0LS0pnRwYY"
2023-01-13 16:49:15,tegalfess,Ada yang tau travel di tegal yg suka ngadain open trip luar kota dan meeting point nya itu dari slawi/tegal juga?Terima kasih 🙏 [TF]
2023-01-13 16:47:28,tegalfess,"[TF] Tegal ada yg biasa latihan voli bareng"" ga si? Atau buat sekedar main"" aja kalo pas sore/Minggu pagi?  https://t.co/TbtUA9LJ2B"
2023-01-13 16:41:47,tegalfess,"Tempat ngopi yg jadi ""hidden gem"" di Slawi dimana aja ya? [Tf]"
2023-01-13 16:34:58,jdihkpukoteg,"Produk Hukum KPU Periode 2022  https://t.co/4rb1H0Oi49 via @YouTube  Hai #sobatJDIH Selamat siang, salam sehat.. Berikut rangkuman produk hukum KPU sepanjang Tahun 2022, Yuk, simak videonya.. #kpumelayani #pemiluserentak2024"
2023-01-13 16:29:24,tegalfess,[tf] ada yg tau di tegal yg bisa bikin LANYARD kayak gini dimana?  https://t.co/NhHApSwLMp
2023-01-13 16:15:52,tegalfess,"[tf] miris bgt, semoga tegal gak segila ini 😭  https://t.co/vp21hmpIQI"
2023-01-13 15:53:04,tegalfess,"[tf] barangkali ada yg kenal beliau dan atau tinggal di sekitar sini yaa, minta bantuan sharenya ya semuanya.. TIA 🙏🏼  https://t.co/m1oW6EhlaQ"
2023-01-13 15:41:56,TiaraMuuuu,@roses_man @Gojekmilitan Tegal kota bahari.  Makanya warteg2 seringnya pake bahari. Ditambah dg yg franchise kharisma bahari
2023-01-13 15:41:30,tegalfess,"[tf] dulur, minta tolong yaa kalo nemu kucing ini🥺 umurnya masih 2 bulan huhu. thank you!!  https://t.co/fhqKey6wVu"
